order_item_id,order_id,product_id,category,amount
I00015593,O0015203,P0024,其他行业,106
I00015594,O0015204,P0024,其他行业,112
I00015595,O0015205,P0024,其他行业,116
I00015596,O0015206,P0023,其他行业,73
I00015597,O0015207,P0021,其他行业,117
I00015598,O0015208,P0021,其他行业,64
I00015599,O0015209,P0020,其他行业,75
I00015600,O0015210,P0015,其他行业,69
I00015601,O0015211,P0019,其他行业,117
I00015602,O0015212,P0022,其他行业,111
I00015603,O0015213,P0024,其他行业,122
I00015604,O0015214,P0019,其他行业,87
I00015605,O0015215,P0016,其他行业,128
I00015606,O0015216,P0017,其他行业,98
I00015607,O0015217,P0016,其他行业,83
I00015608,O0015218,P0013,其他行业,92
I00015609,O0015219,P0019,其他行业,133
I00015610,O0015220,P0020,其他行业,103
I00015611,O0015221,P0020,其他行业,137
I00015612,O0015222,P0022,其他行业,103
I00015613,O0015223,P0022,其他行业,107
I00015614,O0015224,P0019,其他行业,105
I00015615,O0015225,P0022,其他行业,117
I00015616,O0015226,P0018,其他行业,125
I00015617,O0015227,P0021,其他行业,61
I00015618,O0015228,P0023,其他行业,119
I00015619,O0015229,P0024,其他行业,74
I00015620,O0015230,P0017,其他行业,60
I00015621,O0015231,P0023,其他行业,111
I00015622,O0015232,P0017,其他行业,106
I00015623,O0015233,P0013,其他行业,127
I00015624,O0015234,P0020,其他行业,80
I00015625,O0015235,P0015,其他行业,72
I00015626,O0015236,P0017,其他行业,101
I00015627,O0015237,P0020,其他行业,66
I00015628,O0015238,P0023,其他行业,100
I00015629,O0015239,P0015,其他行业,130
I00015630,O0015240,P0020,其他行业,134
I00015631,O0015241,P0021,其他行业,66
I00015632,O0015242,P0013,其他行业,103
I00015633,O0015243,P0014,其他行业,70
I00015634,O0015244,P0019,其他行业,98
I00015635,O0015245,P0015,其他行业,101
I00015636,O0015246,P0020,其他行业,130
I00015637,O0015247,P0019,其他行业,101
I00015638,O0015248,P0021,其他行业,90
I00015639,O0015249,P0018,其他行业,66
I00015640,O0015250,P0014,其他行业,136
I00015641,O0015251,P0016,其他行业,97
I00015642,O0015252,P0018,其他行业,84
I00015643,O0015253,P0023,其他行业,92
I00015644,O0015254,P0018,其他行业,103
I00015645,O0015255,P0024,其他行业,83
I00015646,O0015256,P0021,其他行业,81
I00015647,O0015257,P0015,其他行业,91
I00015648,O0015258,P0021,其他行业,106
I00015649,O0015259,P0015,其他行业,88
I00015650,O0015260,P0019,其他行业,124
I00015651,O0015261,P0015,其他行业,133
I00015652,O0015262,P0015,其他行业,119
I00015653,O0015263,P0019,其他行业,92
I00015654,O0015264,P0019,其他行业,129
I00015655,O0015265,P0013,其他行业,136
I00015656,O0015266,P0013,其他行业,140
I00015657,O0015267,P0015,其他行业,117
I00015658,O0015268,P0022,其他行业,123
I00015659,O0015269,P0018,其他行业,64
I00015660,O0015270,P0019,其他行业,97
I00015661,O0015271,P0024,其他行业,84
I00015662,O0015272,P0014,其他行业,136
I00015663,O0015273,P0015,其他行业,107
I00015664,O0015274,P0016,其他行业,139
I00015665,O0015275,P0017,其他行业,118
I00015666,O0015276,P0020,其他行业,93
I00015667,O0015277,P0013,其他行业,78
I00015668,O0015278,P0016,其他行业,86
I00015669,O0015279,P0016,其他行业,123
I00015670,O0015280,P0015,其他行业,96
I00015671,O0015281,P0017,其他行业,63
I00015672,O0015282,P0022,其他行业,84
I00015673,O0015283,P0013,其他行业,125
I00015674,O0015284,P0018,其他行业,136
I00015675,O0015285,P0022,其他行业,67
I00015676,O0015286,P0019,其他行业,77
I00015677,O0015287,P0022,其他行业,102
I00015678,O0015288,P0022,其他行业,69
I00015679,O0015289,P0013,其他行业,66
I00015680,O0015290,P0020,其他行业,112
I00015681,O0015291,P0020,其他行业,131
I00015682,O0015292,P0018,其他行业,119
I00015683,O0015293,P0022,其他行业,121
I00015684,O0015294,P0018,其他行业,128
I00015685,O0015295,P0023,其他行业,131
I00015686,O0015296,P0021,其他行业,91
I00015687,O0015297,P0023,其他行业,102
I00015688,O0015298,P0014,其他行业,62
I00015689,O0015299,P0020,其他行业,128
I00015690,O0015300,P0022,其他行业,99
I00015691,O0015301,P0019,其他行业,133
I00015692,O0015302,P0022,其他行业,62
I00015693,O0015303,P0020,其他行业,118
I00015694,O0015304,P0018,其他行业,116
I00015695,O0015305,P0016,其他行业,112
I00015696,O0015306,P0016,其他行业,95
I00015697,O0015307,P0024,其他行业,108
I00015698,O0015308,P0022,其他行业,134
I00015699,O0015309,P0017,其他行业,92
I00015700,O0015310,P0021,其他行业,112
I00015701,O0015311,P0017,其他行业,66
I00015702,O0015312,P0019,其他行业,78
I00015703,O0015313,P0021,其他行业,85
I00015704,O0015314,P0014,其他行业,65
I00015705,O0015315,P0020,其他行业,64
I00015706,O0015316,P0014,其他行业,72
I00015707,O0015317,P0024,其他行业,74
I00015708,O0015318,P0018,其他行业,129
I00015709,O0015319,P0022,其他行业,112
I00015710,O0015320,P0021,其他行业,90
I00015711,O0015321,P0018,其他行业,61
I00015712,O0015322,P0021,其他行业,129
I00015713,O0015323,P0019,其他行业,70
I00015714,O0015324,P0017,其他行业,83
I00015715,O0015325,P0022,其他行业,63
I00015716,O0015326,P0022,其他行业,95
I00015717,O0015327,P0020,其他行业,72
I00015718,O0015328,P0015,其他行业,92
I00015719,O0015329,P0019,其他行业,94
I00015720,O0015330,P0022,其他行业,110
I00015721,O0015331,P0013,其他行业,92
I00015722,O0015332,P0019,其他行业,107
I00015723,O0015333,P0021,其他行业,105
I00015724,O0015334,P0021,其他行业,76
I00015725,O0015335,P0016,其他行业,117
I00015726,O0015336,P0019,其他行业,70
I00015727,O0015337,P0019,其他行业,112
I00015728,O0015338,P0016,其他行业,115
I00015729,O0015339,P0021,其他行业,88
I00015730,O0015340,P0021,其他行业,85
I00015731,O0015341,P0018,其他行业,135
I00015732,O0015342,P0018,其他行业,110
I00015733,O0015343,P0013,其他行业,105
I00015734,O0015344,P0019,其他行业,107
I00015735,O0015345,P0014,其他行业,105
I00015736,O0015346,P0024,其他行业,133
I00015737,O0015347,P0013,其他行业,89
I00015738,O0015348,P0023,其他行业,62
I00015739,O0015349,P0015,其他行业,135
I00015740,O0015350,P0016,其他行业,93
I00015741,O0015351,P0016,其他行业,60
I00015742,O0015352,P0018,其他行业,96
I00015743,O0015353,P0021,其他行业,69
I00015744,O0015354,P0017,其他行业,107
I00015745,O0015355,P0019,其他行业,70
I00015746,O0015356,P0021,其他行业,130
I00015747,O0015357,P0021,其他行业,100
I00015748,O0015358,P0024,其他行业,91
I00015749,O0015359,P0015,其他行业,108
I00015750,O0015360,P0024,其他行业,130
I00015751,O0015361,P0017,其他行业,139
I00015752,O0015362,P0021,其他行业,63
I00015753,O0015363,P0024,其他行业,127
I00015754,O0015364,P0024,其他行业,128
I00015755,O0015365,P0021,其他行业,137
I00015756,O0015366,P0016,其他行业,114
I00015757,O0015367,P0017,其他行业,132
I00015758,O0015368,P0021,其他行业,97
I00015759,O0015369,P0014,其他行业,105
I00015760,O0015370,P0015,其他行业,124
I00015761,O0015371,P0023,其他行业,128
I00015762,O0015372,P0014,其他行业,138
I00015763,O0015373,P0016,其他行业,70
I00015764,O0015374,P0013,其他行业,108
I00015765,O0015375,P0014,其他行业,93
I00015766,O0015376,P0017,其他行业,75
I00015767,O0015377,P0021,其他行业,73
I00015768,O0015378,P0019,其他行业,99
I00015769,O0015379,P0024,其他行业,112
I00015770,O0015380,P0018,其他行业,120
I00015771,O0015381,P0014,其他行业,124
I00015772,O0015382,P0013,其他行业,99
I00015773,O0015383,P0020,其他行业,101
I00015774,O0015384,P0017,其他行业,97
I00015775,O0015385,P0023,其他行业,123
I00015776,O0015386,P0023,其他行业,69
I00015777,O0015387,P0017,其他行业,66
I00015778,O0015388,P0016,其他行业,62
I00015779,O0015389,P0021,其他行业,113
I00015780,O0015390,P0017,其他行业,88
I00015781,O0015391,P0017,其他行业,125
I00015782,O0015392,P0019,其他行业,135
I00015783,O0015393,P0020,其他行业,101
I00015784,O0015394,P0015,其他行业,97
I00015785,O0015395,P0014,其他行业,64
I00015786,O0015396,P0023,其他行业,139
I00015787,O0015397,P0019,其他行业,124
I00015788,O0015398,P0021,其他行业,101
I00015789,O0015399,P0024,其他行业,72
I00015790,O0015400,P0021,其他行业,123
I00015791,O0015401,P0014,其他行业,129
I00015792,O0015402,P0019,其他行业,128
I00015793,O0015403,P0014,其他行业,91
I00015794,O0015404,P0017,其他行业,80
I00015795,O0015405,P0021,其他行业,140
I00015796,O0015406,P0013,其他行业,101
I00015797,O0015407,P0018,其他行业,66
I00015798,O0015408,P0015,其他行业,121
I00015799,O0015409,P0020,其他行业,127
I00015800,O0015410,P0021,其他行业,65
I00015801,O0015411,P0017,其他行业,115
I00015802,O0015412,P0016,其他行业,79
I00015803,O0015413,P0017,其他行业,64
I00015804,O0015414,P0023,其他行业,103
I00015805,O0015415,P0015,其他行业,122
I00015806,O0015416,P0019,其他行业,105
I00015807,O0015417,P0016,其他行业,127
I00015808,O0015418,P0023,其他行业,94
I00015809,O0015419,P0023,其他行业,90
I00015810,O0015420,P0016,其他行业,125
I00015811,O0015421,P0021,其他行业,124
I00015812,O0015422,P0014,其他行业,95
I00015813,O0015423,P0013,其他行业,135
I00015814,O0015424,P0021,其他行业,118
I00015815,O0015425,P0021,其他行业,90
I00015816,O0015426,P0019,其他行业,79
I00015817,O0015427,P0020,其他行业,104
I00015818,O0015428,P0013,其他行业,83
I00015819,O0015429,P0024,其他行业,115
I00015820,O0015430,P0023,其他行业,76
I00015821,O0015431,P0023,其他行业,94
I00015822,O0015432,P0019,其他行业,133
I00015823,O0015433,P0019,其他行业,101
I00015824,O0015434,P0014,其他行业,100
I00015825,O0015435,P0020,其他行业,83
I00015826,O0015436,P0016,其他行业,102
I00015827,O0015437,P0015,其他行业,79
I00015828,O0015438,P0017,其他行业,113
I00015829,O0015439,P0021,其他行业,99
I00015830,O0015440,P0020,其他行业,72
I00015831,O0015441,P0021,其他行业,106
I00015832,O0015442,P0019,其他行业,91
I00015833,O0015443,P0020,其他行业,68
I00015834,O0015444,P0013,其他行业,106
I00015835,O0015445,P0015,其他行业,79
I00015836,O0015446,P0022,其他行业,64
I00015837,O0015447,P0018,其他行业,60
I00015838,O0015448,P0018,其他行业,100
I00015839,O0015449,P0016,其他行业,116
I00015840,O0015450,P0019,其他行业,109
I00015841,O0015451,P0023,其他行业,97
I00015842,O0015452,P0016,其他行业,64
I00015843,O0015453,P0013,其他行业,88
I00015844,O0015454,P0024,其他行业,72
I00015845,O0015455,P0024,其他行业,98
I00015846,O0015456,P0015,其他行业,60
I00015847,O0015457,P0017,其他行业,65
I00015848,O0015458,P0014,其他行业,120
I00015849,O0015459,P0022,其他行业,126
I00015850,O0015460,P0013,其他行业,130
I00015851,O0015461,P0021,其他行业,98
I00015852,O0015462,P0019,其他行业,81
I00015853,O0015463,P0019,其他行业,99
I00015854,O0015464,P0018,其他行业,116
I00015855,O0015465,P0023,其他行业,65
I00015856,O0015466,P0021,其他行业,91
I00015857,O0015467,P0022,其他行业,113
I00015858,O0015468,P0015,其他行业,66
I00015859,O0015469,P0022,其他行业,103
I00015860,O0015470,P0016,其他行业,108
I00015861,O0015471,P0014,其他行业,111
I00015862,O0015472,P0013,其他行业,86
I00015863,O0015473,P0023,其他行业,72
I00015864,O0015474,P0021,其他行业,134
I00015865,O0015475,P0018,其他行业,104
I00015866,O0015476,P0024,其他行业,60
I00015867,O0015477,P0013,其他行业,122
I00015868,O0015478,P0023,其他行业,95
I00015869,O0015479,P0022,其他行业,131
I00015870,O0015480,P0023,其他行业,129
I00015871,O0015481,P0014,其他行业,111
I00015872,O0015482,P0024,其他行业,115
I00015873,O0015483,P0018,其他行业,105
I00015874,O0015484,P0015,其他行业,94
I00015875,O0015485,P0018,其他行业,99
I00015876,O0015486,P0013,其他行业,79
I00015877,O0015487,P0023,其他行业,130
I00015878,O0015488,P0021,其他行业,88
I00015879,O0015489,P0023,其他行业,73
I00015880,O0015490,P0023,其他行业,76
I00015881,O0015491,P0013,其他行业,78
I00015882,O0015492,P0015,其他行业,113
I00015883,O0015493,P0016,其他行业,64
I00015884,O0015494,P0016,其他行业,106
I00015885,O0015495,P0018,其他行业,117
I00015886,O0015496,P0021,其他行业,63
I00015887,O0015497,P0021,其他行业,117
I00015888,O0015498,P0014,其他行业,108
I00015889,O0015499,P0022,其他行业,81
I00015890,O0015500,P0019,其他行业,76
I00015891,O0015501,P0022,其他行业,128
I00015892,O0015502,P0014,其他行业,129
I00015893,O0015503,P0022,其他行业,95
I00015894,O0015504,P0014,其他行业,107
I00015895,O0015505,P0013,其他行业,74
I00015896,O0015506,P0019,其他行业,125
I00015897,O0015507,P0015,其他行业,77
I00015898,O0015508,P0023,其他行业,68
I00015899,O0015509,P0024,其他行业,71
I00015900,O0015510,P0018,其他行业,108
I00015901,O0015511,P0013,其他行业,130
I00015902,O0015512,P0021,其他行业,110
I00015903,O0015513,P0015,其他行业,107
I00015904,O0015514,P0022,其他行业,117
I00015905,O0015515,P0015,其他行业,63
I00015906,O0015516,P0021,其他行业,60
I00015907,O0015517,P0020,其他行业,85
I00015908,O0015518,P0014,其他行业,133
I00015909,O0015519,P0021,其他行业,60
I00015910,O0015520,P0013,其他行业,137
I00015911,O0015521,P0024,其他行业,99
I00015912,O0015522,P0023,其他行业,96
I00015913,O0015523,P0013,其他行业,70
I00015914,O0015524,P0022,其他行业,119
I00015915,O0015525,P0021,其他行业,128
I00015916,O0015526,P0017,其他行业,62
I00015917,O0015527,P0013,其他行业,108
I00015918,O0015528,P0016,其他行业,116
I00015919,O0015529,P0016,其他行业,91
I00015920,O0015530,P0016,其他行业,125
I00015921,O0015531,P0015,其他行业,82
I00015922,O0015532,P0023,其他行业,136
I00015923,O0015533,P0015,其他行业,116
I00015924,O0015534,P0020,其他行业,128
I00015925,O0015535,P0013,其他行业,105
I00015926,O0015536,P0013,其他行业,62
I00015927,O0015537,P0018,其他行业,110
I00015928,O0015538,P0020,其他行业,62
I00015929,O0015539,P0023,其他行业,91
I00015930,O0015540,P0013,其他行业,91
I00015931,O0015541,P0020,其他行业,108
I00015932,O0015542,P0015,其他行业,70
I00015933,O0015543,P0021,其他行业,109
I00015934,O0015544,P0015,其他行业,110
I00015935,O0015545,P0013,其他行业,81
I00015936,O0015546,P0015,其他行业,134
I00015937,O0015547,P0013,其他行业,93
I00015938,O0015548,P0017,其他行业,90
I00015939,O0015549,P0019,其他行业,120
I00015940,O0015550,P0016,其他行业,98
I00015941,O0015551,P0016,其他行业,96
I00015942,O0015552,P0024,其他行业,110
I00015943,O0015553,P0023,其他行业,108
I00015944,O0015554,P0019,其他行业,125
I00015945,O0015555,P0019,其他行业,61
I00015946,O0015556,P0020,其他行业,66
I00015947,O0015557,P0015,其他行业,65
I00015948,O0015558,P0020,其他行业,71
I00015949,O0015559,P0022,其他行业,107
I00015950,O0015560,P0018,其他行业,123
I00015951,O0015561,P0013,其他行业,115
I00015952,O0015562,P0020,其他行业,123
I00015953,O0015563,P0016,其他行业,112
I00015954,O0015564,P0016,其他行业,76
I00015955,O0015565,P0016,其他行业,126
I00015956,O0015566,P0016,其他行业,116
I00015957,O0015567,P0022,其他行业,83
I00015958,O0015568,P0019,其他行业,140
I00015959,O0015569,P0021,其他行业,106
I00015960,O0015570,P0013,其他行业,104
I00015961,O0015571,P0021,其他行业,131
I00015962,O0015572,P0015,其他行业,93
I00015963,O0015573,P0017,其他行业,84
I00015964,O0015574,P0022,其他行业,131
I00015965,O0015575,P0023,其他行业,60
I00015966,O0015576,P0015,其他行业,82
I00015967,O0015577,P0023,其他行业,139
I00015968,O0015578,P0019,其他行业,111
I00015969,O0015579,P0018,其他行业,75
I00015970,O0015580,P0014,其他行业,65
I00015971,O0015581,P0017,其他行业,70
I00015972,O0015582,P0013,其他行业,91
I00015973,O0015583,P0024,其他行业,116
I00015974,O0015584,P0019,其他行业,65
I00015975,O0015585,P0021,其他行业,121
I00015976,O0015586,P0017,其他行业,135
I00015977,O0015587,P0024,其他行业,98
I00015978,O0015588,P0016,其他行业,124
I00015979,O0015589,P0024,其他行业,111
I00015980,O0015590,P0022,其他行业,120
I00015981,O0015591,P0024,其他行业,118
I00015982,O0015592,P0022,其他行业,128
I00015983,O0015593,P0018,其他行业,95
I00015984,O0015594,P0018,其他行业,126
I00015985,O0015595,P0015,其他行业,93
I00015986,O0015596,P0018,其他行业,65
I00015987,O0015597,P0023,其他行业,117
I00015988,O0015598,P0023,其他行业,82
I00015989,O0015599,P0014,其他行业,72
I00015990,O0015600,P0023,其他行业,100
I00015991,O0015601,P0017,其他行业,136
I00015992,O0015602,P0023,其他行业,87
I00015993,O0015603,P0013,其他行业,71
I00015994,O0015604,P0014,其他行业,77
I00015995,O0015605,P0015,其他行业,61
I00015996,O0015606,P0019,其他行业,104
I00015997,O0015607,P0024,其他行业,138
I00015998,O0015608,P0018,其他行业,132
I00015999,O0015609,P0015,其他行业,132
I00016000,O0015610,P0016,其他行业,138
I00016001,O0015611,P0023,其他行业,82
I00016002,O0015612,P0013,其他行业,90
I00016003,O0015613,P0017,其他行业,115
I00016004,O0015614,P0013,其他行业,66
I00016005,O0015615,P0019,其他行业,61
I00016006,O0015616,P0016,其他行业,101
I00016007,O0015617,P0017,其他行业,115
I00016008,O0015618,P0015,其他行业,81
I00016009,O0015619,P0022,其他行业,108
I00016010,O0015620,P0015,其他行业,66
I00016011,O0015621,P0013,其他行业,70
I00016012,O0015622,P0020,其他行业,90
I00016013,O0015623,P0024,其他行业,68
I00016014,O0015624,P0021,其他行业,103
I00016015,O0015625,P0018,其他行业,126
I00016016,O0015626,P0022,其他行业,81
I00016017,O0015627,P0018,其他行业,67
I00016018,O0015628,P0015,其他行业,86
I00016019,O0015629,P0016,其他行业,108
I00016020,O0015630,P0016,其他行业,136
I00016021,O0015631,P0013,其他行业,85
I00016022,O0015632,P0019,其他行业,140
I00016023,O0015633,P0021,其他行业,105
I00016024,O0015634,P0023,其他行业,127
I00016025,O0015635,P0016,其他行业,131
I00016026,O0015636,P0022,其他行业,85
I00016027,O0015637,P0024,其他行业,130
I00016028,O0015638,P0024,其他行业,65
I00016029,O0015639,P0021,其他行业,94
I00016030,O0015640,P0013,其他行业,85
I00016031,O0015641,P0014,其他行业,135
I00016032,O0015642,P0020,其他行业,62
I00016033,O0015643,P0018,其他行业,72
I00016034,O0015644,P0014,其他行业,116
I00016035,O0015645,P0014,其他行业,78
I00016036,O0015646,P0023,其他行业,117
I00016037,O0015647,P0015,其他行业,113
I00016038,O0015648,P0020,其他行业,127
I00016039,O0015649,P0022,其他行业,122
I00016040,O0015650,P0021,其他行业,132
I00016041,O0015651,P0021,其他行业,65
I00016042,O0015652,P0023,其他行业,68
I00016043,O0015653,P0024,其他行业,76
I00016044,O0015654,P0018,其他行业,63
I00016045,O0015655,P0024,其他行业,93
I00016046,O0015656,P0017,其他行业,72
I00016047,O0015657,P0016,其他行业,64
I00016048,O0015658,P0022,其他行业,78
I00016049,O0015659,P0014,其他行业,132
I00016050,O0015660,P0016,其他行业,117
I00016051,O0015661,P0019,其他行业,92
I00016052,O0015662,P0019,其他行业,99
I00016053,O0015663,P0014,其他行业,83
I00016054,O0015664,P0020,其他行业,75
I00016055,O0015665,P0013,其他行业,136
I00016056,O0015666,P0022,其他行业,127
I00016057,O0015667,P0013,其他行业,99
I00016058,O0015668,P0023,其他行业,133
I00016059,O0015669,P0013,其他行业,73
I00016060,O0015670,P0019,其他行业,133
I00016061,O0015671,P0013,其他行业,123
I00016062,O0015672,P0022,其他行业,122
I00016063,O0015673,P0023,其他行业,126
I00016064,O0015674,P0016,其他行业,60
I00016065,O0015675,P0024,其他行业,101
I00016066,O0015676,P0017,其他行业,136
I00016067,O0015677,P0022,其他行业,107
I00016068,O0015678,P0021,其他行业,76
I00016069,O0015679,P0016,其他行业,87
I00016070,O0015680,P0019,其他行业,119
I00016071,O0015681,P0014,其他行业,122
I00016072,O0015682,P0018,其他行业,64
I00016073,O0015683,P0013,其他行业,106
I00016074,O0015684,P0014,其他行业,115
I00016075,O0015685,P0017,其他行业,128
I00016076,O0015686,P0017,其他行业,72
I00016077,O0015687,P0021,其他行业,69
I00016078,O0015688,P0024,其他行业,90
I00016079,O0015689,P0020,其他行业,119
I00016080,O0015690,P0023,其他行业,132
I00016081,O0015691,P0015,其他行业,139
I00016082,O0015692,P0015,其他行业,69
I00016083,O0015693,P0020,其他行业,65
I00016084,O0015694,P0021,其他行业,113
I00016085,O0015695,P0016,其他行业,86
I00016086,O0015696,P0020,其他行业,92
I00016087,O0015697,P0015,其他行业,62
I00016088,O0015698,P0016,其他行业,101
I00016089,O0015699,P0015,其他行业,134
I00016090,O0015700,P0023,其他行业,133
I00016091,O0015701,P0013,其他行业,92
I00016092,O0015702,P0023,其他行业,114
I00016093,O0015703,P0013,其他行业,80
I00016094,O0015704,P0014,其他行业,89
I00016095,O0015705,P0022,其他行业,128
I00016096,O0015706,P0019,其他行业,114
I00016097,O0015707,P0019,其他行业,140
I00016098,O0015708,P0014,其他行业,105
I00016099,O0015709,P0024,其他行业,62
I00016100,O0015710,P0017,其他行业,140
I00016101,O0015711,P0018,其他行业,75
I00016102,O0015712,P0019,其他行业,93
I00016103,O0015713,P0013,其他行业,89
I00016104,O0015714,P0021,其他行业,132
I00016105,O0015715,P0023,其他行业,75
I00016106,O0015716,P0020,其他行业,86
I00016107,O0015717,P0023,其他行业,134
I00016108,O0015718,P0018,其他行业,76
I00016109,O0015719,P0022,其他行业,120
I00016110,O0015720,P0013,其他行业,68
I00016111,O0015721,P0024,其他行业,136
I00016112,O0015722,P0015,其他行业,130
I00016113,O0015723,P0017,其他行业,64
I00016114,O0015724,P0022,其他行业,137
I00016115,O0015725,P0018,其他行业,87
I00016116,O0015726,P0020,其他行业,88
I00016117,O0015727,P0016,其他行业,61
I00016118,O0015728,P0018,其他行业,122
I00016119,O0015729,P0023,其他行业,128
I00016120,O0015730,P0019,其他行业,88
I00016121,O0015731,P0023,其他行业,136
I00016122,O0015732,P0021,其他行业,140
I00016123,O0015733,P0018,其他行业,63
I00016124,O0015734,P0022,其他行业,119
I00016125,O0015735,P0015,其他行业,87
I00016126,O0015736,P0020,其他行业,99
I00016127,O0015737,P0023,其他行业,108
I00016128,O0015738,P0022,其他行业,76
I00016129,O0015739,P0017,其他行业,118
I00016130,O0015740,P0016,其他行业,74
I00016131,O0015741,P0018,其他行业,127
I00016132,O0015742,P0016,其他行业,87
I00016133,O0015743,P0016,其他行业,104
I00016134,O0015744,P0020,其他行业,103
I00016135,O0015745,P0020,其他行业,81
I00016136,O0015746,P0014,其他行业,132
I00016137,O0015747,P0021,其他行业,103
I00016138,O0015748,P0016,其他行业,128
I00016139,O0015749,P0015,其他行业,76
I00016140,O0015750,P0020,其他行业,127
I00016141,O0015751,P0023,其他行业,117
I00016142,O0015752,P0017,其他行业,112
I00016143,O0015753,P0016,其他行业,79
I00016144,O0015754,P0020,其他行业,107
I00016145,O0015755,P0013,其他行业,116
I00016146,O0015756,P0022,其他行业,105
I00016147,O0015757,P0016,其他行业,68
I00016148,O0015758,P0015,其他行业,74
I00016149,O0015759,P0015,其他行业,72
I00016150,O0015760,P0024,其他行业,107
I00016151,O0015761,P0023,其他行业,66
I00016152,O0015762,P0017,其他行业,63
I00016153,O0015763,P0023,其他行业,135
I00016154,O0015764,P0013,其他行业,74
I00016155,O0015765,P0022,其他行业,93
I00016156,O0015766,P0021,其他行业,62
I00016157,O0015767,P0015,其他行业,112
I00016158,O0015768,P0015,其他行业,64
I00016159,O0015769,P0022,其他行业,66
I00016160,O0015770,P0020,其他行业,125
I00016161,O0015771,P0018,其他行业,112
I00016162,O0015772,P0022,其他行业,61
I00016163,O0015773,P0017,其他行业,92
I00016164,O0015774,P0013,其他行业,77
I00016165,O0015775,P0023,其他行业,64
I00016166,O0015776,P0017,其他行业,111
I00016167,O0015777,P0013,其他行业,139
I00016168,O0015778,P0024,其他行业,60
I00016169,O0015779,P0020,其他行业,96
I00016170,O0015780,P0017,其他行业,62
I00016171,O0015781,P0023,其他行业,102
I00016172,O0015782,P0014,其他行业,96
I00016173,O0015783,P0017,其他行业,61
I00016174,O0015784,P0014,其他行业,124
I00016175,O0015785,P0019,其他行业,90
I00016176,O0015786,P0023,其他行业,126
I00016177,O0015787,P0016,其他行业,122
I00016178,O0015788,P0020,其他行业,91
I00016179,O0015789,P0020,其他行业,71
I00016180,O0015790,P0014,其他行业,132
I00016181,O0015791,P0024,其他行业,132
I00016182,O0015792,P0021,其他行业,138
I00016183,O0015793,P0023,其他行业,129
I00016184,O0015794,P0018,其他行业,65
I00016185,O0015795,P0013,其他行业,65
I00016186,O0015796,P0023,其他行业,78
I00016187,O0015797,P0015,其他行业,114
I00016188,O0015798,P0014,其他行业,69
I00016189,O0015799,P0022,其他行业,95
I00016190,O0015800,P0021,其他行业,68
I00016191,O0015801,P0014,其他行业,102
I00016192,O0015802,P0019,其他行业,123
I00016193,O0015803,P0021,其他行业,135
I00016194,O0015804,P0021,其他行业,127
I00016195,O0015805,P0024,其他行业,67
I00016196,O0015806,P0020,其他行业,115
I00016197,O0015807,P0017,其他行业,81
I00016198,O0015808,P0021,其他行业,100
I00016199,O0015809,P0024,其他行业,139
I00016200,O0015810,P0014,其他行业,105
I00016201,O0015811,P0013,其他行业,137
I00016202,O0015812,P0013,其他行业,123
I00016203,O0015813,P0014,其他行业,77
I00016204,O0015814,P0013,其他行业,140
I00016205,O0015815,P0020,其他行业,126
I00016206,O0015816,P0021,其他行业,97
I00016207,O0015817,P0020,其他行业,111
I00016208,O0015818,P0021,其他行业,121
I00016209,O0015819,P0020,其他行业,100
I00016210,O0015820,P0018,其他行业,132
I00016211,O0015821,P0020,其他行业,113
I00016212,O0015822,P0014,其他行业,80
I00016213,O0015823,P0016,其他行业,99
I00016214,O0015824,P0019,其他行业,108
I00016215,O0015825,P0024,其他行业,110
I00016216,O0015826,P0018,其他行业,75
I00016217,O0015827,P0022,其他行业,102
I00016218,O0015828,P0020,其他行业,93
I00016219,O0015829,P0019,其他行业,85
I00016220,O0015830,P0018,其他行业,138
I00016221,O0015831,P0017,其他行业,87
I00016222,O0015832,P0024,其他行业,104
I00016223,O0015833,P0019,其他行业,79
I00016224,O0015834,P0017,其他行业,80
I00016225,O0015835,P0022,其他行业,111
I00016226,O0015836,P0022,其他行业,137
I00016227,O0015837,P0015,其他行业,88
I00016228,O0015838,P0019,其他行业,78
I00016229,O0015839,P0017,其他行业,67
I00016230,O0015840,P0016,其他行业,140
I00016231,O0015841,P0019,其他行业,115
I00016232,O0015842,P0020,其他行业,114
I00016233,O0015843,P0024,其他行业,115
I00016234,O0015844,P0021,其他行业,132
I00016235,O0015845,P0015,其他行业,91
I00016236,O0015846,P0021,其他行业,77
I00016237,O0015847,P0022,其他行业,71
I00016238,O0015848,P0024,其他行业,86
I00016239,O0015849,P0021,其他行业,88
I00016240,O0015850,P0017,其他行业,123
I00016241,O0015851,P0022,其他行业,102
I00016242,O0015852,P0018,其他行业,136
I00016243,O0015853,P0022,其他行业,107
I00016244,O0015854,P0014,其他行业,68
I00016245,O0015855,P0014,其他行业,97
I00016246,O0015856,P0024,其他行业,107
I00016247,O0015857,P0016,其他行业,105
I00016248,O0015858,P0019,其他行业,138
I00016249,O0015859,P0024,其他行业,122
I00016250,O0015860,P0020,其他行业,91
I00016251,O0015861,P0024,其他行业,129
I00016252,O0015862,P0015,其他行业,134
I00016253,O0015863,P0016,其他行业,121
I00016254,O0015864,P0021,其他行业,83
I00016255,O0015865,P0022,其他行业,69
I00016256,O0015866,P0023,其他行业,88
I00016257,O0015867,P0016,其他行业,88
